demographics_id,video_name,ad_description,product_name
2,0003.mp4,"Nike athletic shoes are renowned for their comfort, durability and iconic design, and whether it's running, basketball, training, or lifestyle wear, Nike's extensive range ensures there's a perfect fit for everyone looking for high-quality, stylish and functional footwear.",Nike Shoes
2,0004.mp4,"Pepsi is a globally recognized carbonated soft drink known for its bold, refreshing taste and the perfect combination of sweetness and fizz.",Pepsi
2,0005.mp4,"The mobile phone is an essential communication device that has evolved into a powerful tool integrating advanced functions such as calling, text messaging, Internet browsing, photography and mobile applications.",Phone
2,0006.mp4,"PUMA shoes are known for their blend of style, comfort and performance, making them a popular choice for athletes and casual wearers alike.",Puma Shoes
2,0007.mp4,"Soda is a popular carbonated beverage known for its refreshing, bubbly taste and a variety of flavors, from classic cola and lemon-lime to fruity and exotic drinks.",Soda
2,0008.mp4,"Sunglasses are a practical and fashionable accessory designed to protect the eyes from harmful UV rays, reduce glare and improve visual comfort and clarity in bright conditions.",Sunglasses
2,0009.mp4,"The Trolley Case is an essential travel companion designed for convenience and practicality. With its sturdy wheels, retractable handle and spacious compartments, it provides easy maneuverability and efficient packing for trips of any length.",Trolleycase
2,0010.mp4,"UNIQLO is a global apparel retailer offering a wide variety of apparel for men, women and children, including basics such as T-shirts, jeans and outerwear, as well as innovative products such as warm HEATTECH and breathable AIRism.",Uniqlo
2,0011.mp4,"Apple Watch is a versatile and sophisticated smartwatch that combines the power of advanced technology with stylish design. It provides users with notifications, fitness tracking, heart rate monitoring, electrocardiogram readings, GPS navigation and more.",Apple Watch
2,0012.mp4,"A timeless and essential piece of formal wear, the men's suit embodies sophistication, confidence and style. A well-fitted suit exudes confidence and professionalism and is appropriate for business meetings, formal events and special occasions.",Suit
2,0013.mp4,"Men's eyewear is a fusion of function and fashion, designed to provide clear vision while complementing a variety of styles and lifestyles. Whether it's reading, computer use, or outdoor activities, there are glasses to meet specific needs.",Glasses
2,0014.mp4,"Men's trousers are an essential part of any wardrobe, designed to provide comfort, style and versatility. Key features typically include a tailored fit, utility pockets and high-quality fabrics, ensuring comfort and durability.",Pants
2,0015.mp4,"Men's leather shoes are a timeless staple in a gentleman's wardrobe, offering a blend of elegance, sophistication and durability. Men's dress shoes can be paired seamlessly with formal attire for work, weddings, business meetings or upscale social events.",Leather Shoes
2,0016.mp4,"A sports car is a high-performance luxury automobile designed for speed, agility and an exciting driving experience. A sports car is the epitome of automotive excellence, a statement of status and passion for driving.",Sports Car
2,0017.mp4,"GTA5(Grand Theft Auto V) is an open-world action-adventure game developed by Rockstar Games that has received widespread acclaim for its immersive gameplay, stunning graphics, and rich storyline.",GTA5
2,0019.mp4,The Nintendo Switch is a versatile gaming console that offers a unique hybrid design that allows users to play games on the go and at home. It makes it a great choice for entertainment between family games.,Switch
2,0020.mp4,"A massage gun is a handheld, portable device designed to deliver targeted percussion therapy to muscles. This tool uses quick bursts of pressure to penetrate deep into muscle tissue, helping to relieve pain, improve circulation, and speed recovery after physical activity.",Massage Gun
2,0025.mp4,"Wine is a timeless and complex beverage made from fermented grapes, cherished for its rich flavors, aromatic notes and unique experience. Wine comes in many types, including red, white, rosé and sparkling, each with unique characteristics that suit different tastes and occasions.",Wine
2,0049.mp4,"Egg white protein powder, also known as egg white protein powder, is a high-quality, complete protein supplement derived from egg whites. Rich in essential amino acids, it is an excellent source of protein for muscle growth, recovery, and overall health. Egg white powder is low in fat and carbohydrates, making it a great option for those looking to increase their protein intake without adding calories. It is commonly used in protein shakes, baking, and cooking, providing a versatile, easy-to-mix ingredient for fitness enthusiasts and individuals with dietary needs.",Albumen Powder
2,0052.mp4,"A treadmill is a versatile piece of fitness equipment that allows users to walk, jog, or run in the comfort of their own home. Equipped with features such as adjustable speed, incline settings, and pre-set workout programs, treadmills are suitable for a variety of fitness levels and goals. Modern models often come with advanced features such as heart rate monitors, digital displays, and fitness app connectivity to enhance the workout experience. Whether it's for weight loss, cardiovascular health, or overall fitness, treadmills offer an effective, convenient way to stay active regardless of weather or time of day.",Treadmill
2,0053.mp4,"Essentials are basic, high-quality pieces that form the foundation of a versatile wardrobe or everyday life. These pieces are designed for simplicity, comfort, and timeless style, making them perfect for every occasion. Whether it's a classic t-shirt, cozy loungewear, practical outerwear, or essential accessories, these essentials are carefully crafted to provide effortless style and lasting wear. Made from premium fabrics with attention to detail, these staples offer comfort and durability, blending functionality with understated elegance.",Essentials
2,0058.mp4,"The next level of gaming is here. With stunning visuals, lightning-fast load times, and immersive gameplay, experience the future of entertainment today. Unleash your power, and play like never before.",PS5 pro
2,0060.mp4,"Unleash precision, power, and performance. Every curve, every detail designed for those who demand the extraordinary. Drive the legend, experience the thrill of Porsche.",Porsche
3,0001.mp4,"Ice cream is a beloved frozen dessert made from dairy or plant-based milks with added sweeteners and flavorings to give it a smooth, creamy, rich taste. It is a versatile treat that comes in different flavors and can be enjoyed in cones, cups, or as part of creative desserts.",Ice Cream
3,0002.mp4,"KFC (Kentucky Fried Chicken) is a world-renowned fast food chain that serves a range of foods including hamburgers, French fries, and fried chicken.",KFC
3,0003.mp4,"Nike athletic shoes are renowned for their comfort, durability and iconic design, and whether it's running, basketball, training, or lifestyle wear, Nike's extensive range ensures there's a perfect fit for everyone looking for high-quality, stylish and functional footwear.",Nike Shoes
3,0004.mp4,"Pepsi is a globally recognized carbonated soft drink known for its bold, refreshing taste and the perfect combination of sweetness and fizz.",Pepsi
3,0005.mp4,"The mobile phone is an essential communication device that has evolved into a powerful tool integrating advanced functions such as calling, text messaging, Internet browsing, photography and mobile applications.",Phone
3,0006.mp4,"PUMA shoes are known for their blend of style, comfort and performance, making them a popular choice for athletes and casual wearers alike.",Puma Shoes
3,0007.mp4,"Soda is a popular carbonated beverage known for its refreshing, bubbly taste and a variety of flavors, from classic cola and lemon-lime to fruity and exotic drinks.",Soda
3,0008.mp4,"Sunglasses are a practical and fashionable accessory designed to protect the eyes from harmful UV rays, reduce glare and improve visual comfort and clarity in bright conditions.",Sunglasses
3,0009.mp4,"The Trolley Case is an essential travel companion designed for convenience and practicality. With its sturdy wheels, retractable handle and spacious compartments, it provides easy maneuverability and efficient packing for trips of any length.",Trolleycase
3,0010.mp4,"UNIQLO is a global apparel retailer offering a wide variety of apparel for men, women and children, including basics such as T-shirts, jeans and outerwear, as well as innovative products such as warm HEATTECH and breathable AIRism.",Uniqlo
3,0011.mp4,"Apple Watch is a versatile and sophisticated smartwatch that combines the power of advanced technology with stylish design. It provides users with notifications, fitness tracking, heart rate monitoring, electrocardiogram readings, GPS navigation and more.",Apple Watch
3,0012.mp4,"A timeless and essential piece of formal wear, the men's suit embodies sophistication, confidence and style. A well-fitted suit exudes confidence and professionalism and is appropriate for business meetings, formal events and special occasions.",Suit
3,0013.mp4,"Men's eyewear is a fusion of function and fashion, designed to provide clear vision while complementing a variety of styles and lifestyles. Whether it's reading, computer use, or outdoor activities, there are glasses to meet specific needs.",Glasses
3,0014.mp4,"Men's trousers are an essential part of any wardrobe, designed to provide comfort, style and versatility. Key features typically include a tailored fit, utility pockets and high-quality fabrics, ensuring comfort and durability.",Pants
3,0015.mp4,"Men's leather shoes are a timeless staple in a gentleman's wardrobe, offering a blend of elegance, sophistication and durability. Men's dress shoes can be paired seamlessly with formal attire for work, weddings, business meetings or upscale social events.",Leather Shoes
3,0016.mp4,"A sports car is a high-performance luxury automobile designed for speed, agility and an exciting driving experience. A sports car is the epitome of automotive excellence, a statement of status and passion for driving.",Sports Car
3,0017.mp4,"GTA5(Grand Theft Auto V) is an open-world action-adventure game developed by Rockstar Games that has received widespread acclaim for its immersive gameplay, stunning graphics, and rich storyline.",GTA5
3,0019.mp4,The Nintendo Switch is a versatile gaming console that offers a unique hybrid design that allows users to play games on the go and at home. It makes it a great choice for entertainment between family games.,Switch
3,0020.mp4,"A massage gun is a handheld, portable device designed to deliver targeted percussion therapy to muscles. This tool uses quick bursts of pressure to penetrate deep into muscle tissue, helping to relieve pain, improve circulation, and speed recovery after physical activity.",Massage Gun
3,0021.mp4,"Toiletries include a wide range of cleaning products designed to keep the body, hair and face hygienic and well maintained.",Toiletries
3,0022.mp4,"Men's perfume, or cologne, is more than just a scent - it's a reflection of personality, confidence and style. Black people seem to be more interested.",Perfume
3,0025.mp4,"Wine is a timeless and complex beverage made from fermented grapes, cherished for its rich flavors, aromatic notes and unique experience. Wine comes in many types, including red, white, rosé and sparkling, each with unique characteristics that suit different tastes and occasions.",Wine
3,0049.mp4,"Egg white protein powder, also known as egg white protein powder, is a high-quality, complete protein supplement derived from egg whites. Rich in essential amino acids, it is an excellent source of protein for muscle growth, recovery, and overall health. Egg white powder is low in fat and carbohydrates, making it a great option for those looking to increase their protein intake without adding calories. It is commonly used in protein shakes, baking, and cooking, providing a versatile, easy-to-mix ingredient for fitness enthusiasts and individuals with dietary needs.",Albumen Powder
3,0052.mp4,"A treadmill is a versatile piece of fitness equipment that allows users to walk, jog, or run in the comfort of their own home. Equipped with features such as adjustable speed, incline settings, and pre-set workout programs, treadmills are suitable for a variety of fitness levels and goals. Modern models often come with advanced features such as heart rate monitors, digital displays, and fitness app connectivity to enhance the workout experience. Whether it's for weight loss, cardiovascular health, or overall fitness, treadmills offer an effective, convenient way to stay active regardless of weather or time of day.",Treadmill
3,0053.mp4,"Essentials are basic, high-quality pieces that form the foundation of a versatile wardrobe or everyday life. These pieces are designed for simplicity, comfort, and timeless style, making them perfect for every occasion. Whether it's a classic t-shirt, cozy loungewear, practical outerwear, or essential accessories, these essentials are carefully crafted to provide effortless style and lasting wear. Made from premium fabrics with attention to detail, these staples offer comfort and durability, blending functionality with understated elegance.",Essentials
3,0059.mp4,"The legend begins here. A symbol of boldness, innovation, and style, the AJ1 is more than just a sneaker—it’s a statement. With its timeless design and unmatched comfort, it’s built for those who dare to lead. Step into history, step into AirJordan1",Air Jordan 1
3,0066.mp4,"Ride with style, skate with confidence. Our apparel is designed for those who live for the thrill—bold, durable, and made to move with you. Unleash your edge, elevate your ride.",Skateboard
3,0067.mp4,"Crafted for the bold, worn by the confident. Our men's jewelry collection blends timeless elegance with modern edge, designed to elevate every look. Make a statement, own your style.",Man Jewelry
4,0001.mp4,"Ice cream is a beloved frozen dessert made from dairy or plant-based milks with added sweeteners and flavorings to give it a smooth, creamy, rich taste. It is a versatile treat that comes in different flavors and can be enjoyed in cones, cups, or as part of creative desserts.",Ice Cream
4,0002.mp4,"KFC (Kentucky Fried Chicken) is a world-renowned fast food chain that serves a range of foods including hamburgers, French fries, and fried chicken.",KFC
4,0003.mp4,"Nike athletic shoes are renowned for their comfort, durability and iconic design, and whether it's running, basketball, training, or lifestyle wear, Nike's extensive range ensures there's a perfect fit for everyone looking for high-quality, stylish and functional footwear.",Nike Shoes
4,0004.mp4,"Pepsi is a globally recognized carbonated soft drink known for its bold, refreshing taste and the perfect combination of sweetness and fizz.",Pepsi
4,0005.mp4,"The mobile phone is an essential communication device that has evolved into a powerful tool integrating advanced functions such as calling, text messaging, Internet browsing, photography and mobile applications.",Phone
4,0006.mp4,"PUMA shoes are known for their blend of style, comfort and performance, making them a popular choice for athletes and casual wearers alike.",Puma Shoes
4,0007.mp4,"Soda is a popular carbonated beverage known for its refreshing, bubbly taste and a variety of flavors, from classic cola and lemon-lime to fruity and exotic drinks.",Soda
4,0008.mp4,"Sunglasses are a practical and fashionable accessory designed to protect the eyes from harmful UV rays, reduce glare and improve visual comfort and clarity in bright conditions.",Sunglasses
4,0009.mp4,"The Trolley Case is an essential travel companion designed for convenience and practicality. With its sturdy wheels, retractable handle and spacious compartments, it provides easy maneuverability and efficient packing for trips of any length.",Trolleycase
4,0010.mp4,"UNIQLO is a global apparel retailer offering a wide variety of apparel for men, women and children, including basics such as T-shirts, jeans and outerwear, as well as innovative products such as warm HEATTECH and breathable AIRism.",Uniqlo
4,0011.mp4,"Apple Watch is a versatile and sophisticated smartwatch that combines the power of advanced technology with stylish design. It provides users with notifications, fitness tracking, heart rate monitoring, electrocardiogram readings, GPS navigation and more.",Apple Watch
4,0012.mp4,"A timeless and essential piece of formal wear, the men's suit embodies sophistication, confidence and style. A well-fitted suit exudes confidence and professionalism and is appropriate for business meetings, formal events and special occasions.",Suit
4,0013.mp4,"Men's eyewear is a fusion of function and fashion, designed to provide clear vision while complementing a variety of styles and lifestyles. Whether it's reading, computer use, or outdoor activities, there are glasses to meet specific needs.",Glasses
4,0014.mp4,"Men's trousers are an essential part of any wardrobe, designed to provide comfort, style and versatility. Key features typically include a tailored fit, utility pockets and high-quality fabrics, ensuring comfort and durability.",Pants
4,0015.mp4,"Men's leather shoes are a timeless staple in a gentleman's wardrobe, offering a blend of elegance, sophistication and durability. Men's dress shoes can be paired seamlessly with formal attire for work, weddings, business meetings or upscale social events.",Leather Shoes
4,0016.mp4,"A sports car is a high-performance luxury automobile designed for speed, agility and an exciting driving experience. A sports car is the epitome of automotive excellence, a statement of status and passion for driving.",Sports Car
4,0017.mp4,"GTA5(Grand Theft Auto V) is an open-world action-adventure game developed by Rockstar Games that has received widespread acclaim for its immersive gameplay, stunning graphics, and rich storyline.",GTA5
4,0019.mp4,The Nintendo Switch is a versatile gaming console that offers a unique hybrid design that allows users to play games on the go and at home. It makes it a great choice for entertainment between family games.,Switch
4,0020.mp4,"A massage gun is a handheld, portable device designed to deliver targeted percussion therapy to muscles. This tool uses quick bursts of pressure to penetrate deep into muscle tissue, helping to relieve pain, improve circulation, and speed recovery after physical activity.",Massage Gun
4,0025.mp4,"Wine is a timeless and complex beverage made from fermented grapes, cherished for its rich flavors, aromatic notes and unique experience. Wine comes in many types, including red, white, rosé and sparkling, each with unique characteristics that suit different tastes and occasions.",Wine
4,0049.mp4,"Egg white protein powder, also known as egg white protein powder, is a high-quality, complete protein supplement derived from egg whites. Rich in essential amino acids, it is an excellent source of protein for muscle growth, recovery, and overall health. Egg white powder is low in fat and carbohydrates, making it a great option for those looking to increase their protein intake without adding calories. It is commonly used in protein shakes, baking, and cooking, providing a versatile, easy-to-mix ingredient for fitness enthusiasts and individuals with dietary needs.",Albumen Powder
4,0052.mp4,"A treadmill is a versatile piece of fitness equipment that allows users to walk, jog, or run in the comfort of their own home. Equipped with features such as adjustable speed, incline settings, and pre-set workout programs, treadmills are suitable for a variety of fitness levels and goals. Modern models often come with advanced features such as heart rate monitors, digital displays, and fitness app connectivity to enhance the workout experience. Whether it's for weight loss, cardiovascular health, or overall fitness, treadmills offer an effective, convenient way to stay active regardless of weather or time of day.",Treadmill
4,0053.mp4,"Essentials are basic, high-quality pieces that form the foundation of a versatile wardrobe or everyday life. These pieces are designed for simplicity, comfort, and timeless style, making them perfect for every occasion. Whether it's a classic t-shirt, cozy loungewear, practical outerwear, or essential accessories, these essentials are carefully crafted to provide effortless style and lasting wear. Made from premium fabrics with attention to detail, these staples offer comfort and durability, blending functionality with understated elegance.",Essentials
5,0001.mp4,"Ice cream is a beloved frozen dessert made from dairy or plant-based milks with added sweeteners and flavorings to give it a smooth, creamy, rich taste. It is a versatile treat that comes in different flavors and can be enjoyed in cones, cups, or as part of creative desserts.",Ice Cream
5,0002.mp4,"KFC (Kentucky Fried Chicken) is a world-renowned fast food chain that serves a range of foods including hamburgers, French fries, and fried chicken.",KFC
5,0003.mp4,"Nike athletic shoes are renowned for their comfort, durability and iconic design, and whether it's running, basketball, training, or lifestyle wear, Nike's extensive range ensures there's a perfect fit for everyone looking for high-quality, stylish and functional footwear.",Nike Shoes
5,0004.mp4,"Pepsi is a globally recognized carbonated soft drink known for its bold, refreshing taste and the perfect combination of sweetness and fizz.",Pepsi
5,0005.mp4,"The mobile phone is an essential communication device that has evolved into a powerful tool integrating advanced functions such as calling, text messaging, Internet browsing, photography and mobile applications.",Phone
5,0006.mp4,"PUMA shoes are known for their blend of style, comfort and performance, making them a popular choice for athletes and casual wearers alike.",Puma Shoes
5,0007.mp4,"Soda is a popular carbonated beverage known for its refreshing, bubbly taste and a variety of flavors, from classic cola and lemon-lime to fruity and exotic drinks.",Soda
5,0008.mp4,"Sunglasses are a practical and fashionable accessory designed to protect the eyes from harmful UV rays, reduce glare and improve visual comfort and clarity in bright conditions.",Sunglasses
5,0009.mp4,"The Trolley Case is an essential travel companion designed for convenience and practicality. With its sturdy wheels, retractable handle and spacious compartments, it provides easy maneuverability and efficient packing for trips of any length.",Trolleycase
5,0010.mp4,"UNIQLO is a global apparel retailer offering a wide variety of apparel for men, women and children, including basics such as T-shirts, jeans and outerwear, as well as innovative products such as warm HEATTECH and breathable AIRism.",Uniqlo
5,0011.mp4,"Apple Watch is a versatile and sophisticated smartwatch that combines the power of advanced technology with stylish design. It provides users with notifications, fitness tracking, heart rate monitoring, electrocardiogram readings, GPS navigation and more.",Apple Watch
5,0012.mp4,"A timeless and essential piece of formal wear, the men's suit embodies sophistication, confidence and style. A well-fitted suit exudes confidence and professionalism and is appropriate for business meetings, formal events and special occasions.",Suit
5,0013.mp4,"Men's eyewear is a fusion of function and fashion, designed to provide clear vision while complementing a variety of styles and lifestyles. Whether it's reading, computer use, or outdoor activities, there are glasses to meet specific needs.",Glasses
5,0014.mp4,"Men's trousers are an essential part of any wardrobe, designed to provide comfort, style and versatility. Key features typically include a tailored fit, utility pockets and high-quality fabrics, ensuring comfort and durability.",Pants
5,0015.mp4,"Men's leather shoes are a timeless staple in a gentleman's wardrobe, offering a blend of elegance, sophistication and durability. Men's dress shoes can be paired seamlessly with formal attire for work, weddings, business meetings or upscale social events.",Leather Shoes
5,0016.mp4,"A sports car is a high-performance luxury automobile designed for speed, agility and an exciting driving experience. A sports car is the epitome of automotive excellence, a statement of status and passion for driving.",Sports Car
5,0017.mp4,"GTA5(Grand Theft Auto V) is an open-world action-adventure game developed by Rockstar Games that has received widespread acclaim for its immersive gameplay, stunning graphics, and rich storyline.",GTA5
5,0019.mp4,The Nintendo Switch is a versatile gaming console that offers a unique hybrid design that allows users to play games on the go and at home. It makes it a great choice for entertainment between family games.,Switch
5,0020.mp4,"A massage gun is a handheld, portable device designed to deliver targeted percussion therapy to muscles. This tool uses quick bursts of pressure to penetrate deep into muscle tissue, helping to relieve pain, improve circulation, and speed recovery after physical activity.",Massage Gun
5,0021.mp4,"Toiletries include a wide range of cleaning products designed to keep the body, hair and face hygienic and well maintained.",Toiletries
5,0022.mp4,"Men's perfume, or cologne, is more than just a scent - it's a reflection of personality, confidence and style. Black people seem to be more interested.",Perfume
5,0025.mp4,"Wine is a timeless and complex beverage made from fermented grapes, cherished for its rich flavors, aromatic notes and unique experience. Wine comes in many types, including red, white, rosé and sparkling, each with unique characteristics that suit different tastes and occasions.",Wine
5,0049.mp4,"Egg white protein powder, also known as egg white protein powder, is a high-quality, complete protein supplement derived from egg whites. Rich in essential amino acids, it is an excellent source of protein for muscle growth, recovery, and overall health. Egg white powder is low in fat and carbohydrates, making it a great option for those looking to increase their protein intake without adding calories. It is commonly used in protein shakes, baking, and cooking, providing a versatile, easy-to-mix ingredient for fitness enthusiasts and individuals with dietary needs.",Albumen Powder
5,0052.mp4,"A treadmill is a versatile piece of fitness equipment that allows users to walk, jog, or run in the comfort of their own home. Equipped with features such as adjustable speed, incline settings, and pre-set workout programs, treadmills are suitable for a variety of fitness levels and goals. Modern models often come with advanced features such as heart rate monitors, digital displays, and fitness app connectivity to enhance the workout experience. Whether it's for weight loss, cardiovascular health, or overall fitness, treadmills offer an effective, convenient way to stay active regardless of weather or time of day.",Treadmill
5,0053.mp4,"Essentials are basic, high-quality pieces that form the foundation of a versatile wardrobe or everyday life. These pieces are designed for simplicity, comfort, and timeless style, making them perfect for every occasion. Whether it's a classic t-shirt, cozy loungewear, practical outerwear, or essential accessories, these essentials are carefully crafted to provide effortless style and lasting wear. Made from premium fabrics with attention to detail, these staples offer comfort and durability, blending functionality with understated elegance.",Essentials
6,0001.mp4,"Ice cream is a beloved frozen dessert made from dairy or plant-based milks with added sweeteners and flavorings to give it a smooth, creamy, rich taste. It is a versatile treat that comes in different flavors and can be enjoyed in cones, cups, or as part of creative desserts.",Ice Cream
6,0002.mp4,"KFC (Kentucky Fried Chicken) is a world-renowned fast food chain that serves a range of foods including hamburgers, French fries, and fried chicken.",KFC
6,0003.mp4,"Nike athletic shoes are renowned for their comfort, durability and iconic design, and whether it's running, basketball, training, or lifestyle wear, Nike's extensive range ensures there's a perfect fit for everyone looking for high-quality, stylish and functional footwear.",Nike Shoes
6,0004.mp4,"Pepsi is a globally recognized carbonated soft drink known for its bold, refreshing taste and the perfect combination of sweetness and fizz.",Pepsi
6,0005.mp4,"The mobile phone is an essential communication device that has evolved into a powerful tool integrating advanced functions such as calling, text messaging, Internet browsing, photography and mobile applications.",Phone
6,0006.mp4,"PUMA shoes are known for their blend of style, comfort and performance, making them a popular choice for athletes and casual wearers alike.",Puma Shoes
6,0007.mp4,"Soda is a popular carbonated beverage known for its refreshing, bubbly taste and a variety of flavors, from classic cola and lemon-lime to fruity and exotic drinks.",Soda
6,0008.mp4,"Sunglasses are a practical and fashionable accessory designed to protect the eyes from harmful UV rays, reduce glare and improve visual comfort and clarity in bright conditions.",Sunglasses
6,0009.mp4,"The Trolley Case is an essential travel companion designed for convenience and practicality. With its sturdy wheels, retractable handle and spacious compartments, it provides easy maneuverability and efficient packing for trips of any length.",Trolleycase
6,0010.mp4,"UNIQLO is a global apparel retailer offering a wide variety of apparel for men, women and children, including basics such as T-shirts, jeans and outerwear, as well as innovative products such as warm HEATTECH and breathable AIRism.",Uniqlo
6,0011.mp4,"Apple Watch is a versatile and sophisticated smartwatch that combines the power of advanced technology with stylish design. It provides users with notifications, fitness tracking, heart rate monitoring, electrocardiogram readings, GPS navigation and more.",Apple Watch
6,0012.mp4,"A timeless and essential piece of formal wear, the men's suit embodies sophistication, confidence and style. A well-fitted suit exudes confidence and professionalism and is appropriate for business meetings, formal events and special occasions.",Suit
6,0013.mp4,"Men's eyewear is a fusion of function and fashion, designed to provide clear vision while complementing a variety of styles and lifestyles. Whether it's reading, computer use, or outdoor activities, there are glasses to meet specific needs.",Glasses
6,0014.mp4,"Men's trousers are an essential part of any wardrobe, designed to provide comfort, style and versatility. Key features typically include a tailored fit, utility pockets and high-quality fabrics, ensuring comfort and durability.",Pants
6,0015.mp4,"Men's leather shoes are a timeless staple in a gentleman's wardrobe, offering a blend of elegance, sophistication and durability. Men's dress shoes can be paired seamlessly with formal attire for work, weddings, business meetings or upscale social events.",Leather Shoes
6,0016.mp4,"A sports car is a high-performance luxury automobile designed for speed, agility and an exciting driving experience. A sports car is the epitome of automotive excellence, a statement of status and passion for driving.",Sports Car
6,0019.mp4,The Nintendo Switch is a versatile gaming console that offers a unique hybrid design that allows users to play games on the go and at home. It makes it a great choice for entertainment between family games.,Switch
